# Temperature,Susceptibility
2.256917,10.48231782
2.262632,23.26291782
2.268346,20.24227742
2.274060,19.92389460
2.279774,33.30227527
2.285489,30.21580392
2.291203,22.45204306
2.296917,29.96174064
2.302632,33.66837836
2.308346,39.22227110
2.314060,37.37823284
2.319774,37.44316167
2.325489,37.40914177
2.331203,39.71874185
2.336917,33.23749118
2.342632,28.80621392
2.348346,31.33446535
2.354060,30.22087398
2.359774,27.35955435
2.365489,26.10612442
2.371203,27.15020489
2.376917,20.88160270
