# T,Chi
1.500000000000000000e+00,2.704879426168049772e-02
1.566666666666666652e+00,3.687492770522141777e-02
1.633333333333333304e+00,5.023305441711061609e-02
1.699999999999999956e+00,6.899746135553308513e-02
1.766666666666666607e+00,9.566330672789245815e-02
1.833333333333333481e+00,1.361564033707670096e-01
1.900000000000000133e+00,1.997141663002774958e-01
1.966666666666666785e+00,3.044840352378428427e-01
2.033333333333333215e+00,5.079990335062039009e-01
2.100000000000000089e+00,9.583812570236510675e-01
2.100000000000000089e+00,9.278320641662011203e-01
2.107142857142857206e+00,1.047498986732353865e+00
2.114285714285714324e+00,1.142108260955642773e+00
2.121428571428571441e+00,1.212781425868804996e+00
2.128571428571428559e+00,1.410015640222530564e+00
2.135714285714285676e+00,1.537137483816807926e+00
2.142857142857142794e+00,1.651957817023177011e+00
2.149999999999999911e+00,1.867635609550278186e+00
2.157142857142857029e+00,2.113339717172581178e+00
2.164285714285714590e+00,2.404384398551043134e+00
2.171428571428571708e+00,2.694729003647448273e+00
2.178571428571428825e+00,2.941336999641162020e+00
2.185714285714285943e+00,3.463120628335550677e+00
2.192857142857143060e+00,3.920163893095641505e+00
2.200000000000000178e+00,4.133702829565415904e+00
2.207142857142857295e+00,4.834560254611526275e+00
2.214285714285714413e+00,5.800400705782693400e+00
2.221428571428571530e+00,6.318041459083242550e+00
2.228571428571428648e+00,7.172158859538530606e+00
2.235714285714285765e+00,8.289561157674071978e+00
2.242857142857142883e+00,9.674773057202045834e+00
2.250000000000000000e+00,1.045157531929777583e+01
2.257142857142857117e+00,1.190749495739473929e+01
2.264285714285714235e+00,1.297989984576573619e+01
2.271428571428571352e+00,1.428203325128488288e+01
2.278571428571428470e+00,1.569361714577480349e+01
2.285714285714286031e+00,1.681171843035595259e+01
2.292857142857143149e+00,1.807625917447640873e+01
2.300000000000000266e+00,1.861336554965805234e+01
2.307142857142857384e+00,1.957533543445476809e+01
2.314285714285714501e+00,2.008794381441315835e+01
2.321428571428571619e+00,2.050033294265225692e+01
2.328571428571428736e+00,2.057584052612850911e+01
2.335714285714285854e+00,2.073366805653818545e+01
2.342857142857142971e+00,2.067271001193122615e+01
2.350000000000000089e+00,2.033709845903257829e+01
2.357142857142857206e+00,1.982409501083255776e+01
2.364285714285714324e+00,1.938659293053277466e+01
2.371428571428571441e+00,1.874717972505506935e+01
2.378571428571428559e+00,1.810527381469041330e+01
2.385714285714285676e+00,1.745646267230548787e+01
2.392857142857143238e+00,1.675638573974252310e+01
2.400000000000000355e+00,1.600684042796626017e+01
2.407142857142857473e+00,1.530195743267441877e+01
2.414285714285714590e+00,1.463268454794976137e+01
2.421428571428571708e+00,1.385993400721446456e+01
2.428571428571428825e+00,1.324690844617212093e+01
2.435714285714285943e+00,1.252410404735820570e+01
2.442857142857143060e+00,1.210391661641634542e+01
2.450000000000000178e+00,1.141484851258285538e+01
2.450000000000000178e+00,1.138039416715704455e+01
2.566666666666666874e+00,5.585485703562075521e+00
2.683333333333333570e+00,3.380455660264797046e+00
2.800000000000000266e+00,2.280824205941649474e+00
2.916666666666666963e+00,1.664166816023437523e+00
3.033333333333333215e+00,1.294668936004939930e+00
3.149999999999999911e+00,1.041095908897855971e+00
3.266666666666666607e+00,8.674808355872400956e-01
3.383333333333333304e+00,7.326527685163659598e-01
3.500000000000000000e+00,6.336617977698647541e-01
