# Temperature,Susceptibility
2.256917,13.39452205
2.262632,16.87537165
2.268346,26.34368347
2.274060,28.08047097
2.279774,32.93874073
2.285489,35.41792729
2.291203,18.52581498
2.296917,28.79605546
2.302632,33.15722022
2.308346,42.11622767
2.314060,39.57576655
2.319774,31.17682166
2.325489,32.07499141
2.331203,34.29372117
2.336917,31.33679424
2.342632,34.85072644
2.348346,32.07769883
2.354060,31.32287141
2.359774,25.91708570
2.365489,26.67874314
2.371203,23.76664781
2.376917,21.94455582
