# Temperature,Susceptibility
2.256917,16.74397151
2.262632,18.93530617
2.268346,10.21257083
2.274060,32.71828914
2.279774,37.51556437
2.285489,28.82074395
2.291203,34.35009811
2.296917,40.61646677
2.302632,43.37369683
2.308346,41.11561631
2.314060,38.06270962
2.319774,33.90979911
2.325489,35.60679277
2.331203,35.37688863
2.336917,36.74540274
2.342632,35.42570413
2.348346,31.65989520
2.354060,27.88368958
2.359774,28.94498921
2.365489,26.05801220
2.371203,25.64733893
2.376917,22.37525458
